,Show,EpId,ClipId,Path,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
72,HeStutters,1,32,clips/HeStutters/1/HeStutters_1_32.wav,31661920,31709920,0,0,3,0,0,0,0,3,0,0,0,0
73,HeStutters,1,33,clips/HeStutters/1/HeStutters_1_33.wav,31802080,31850080,0,0,0,1,3,0,0,0,0,0,0,0
74,HeStutters,1,34,clips/HeStutters/1/HeStutters_1_34.wav,31838240,31886240,0,0,0,0,1,1,1,1,1,0,0,0
75,HeStutters,1,35,clips/HeStutters/1/HeStutters_1_35.wav,31881600,31929600,0,0,1,1,2,0,1,0,0,0,0,0
76,HeStutters,1,36,clips/HeStutters/1/HeStutters_1_36.wav,31917440,31965440,0,0,0,1,0,0,0,3,2,0,0,0
77,HeStutters,1,37,clips/HeStutters/1/HeStutters_1_37.wav,5095680,5143680,0,0,0,2,3,0,1,1,0,0,0,0
78,HeStutters,1,38,clips/HeStutters/1/HeStutters_1_38.wav,31963680,32011680,0,0,0,1,0,0,0,0,2,0,0,0
79,HeStutters,1,39,clips/HeStutters/1/HeStutters_1_39.wav,32034720,32082720,0,0,0,1,1,0,0,2,1,1,0,0
80,HeStutters,1,40,clips/HeStutters/1/HeStutters_1_40.wav,32086560,32134560,0,0,2,1,0,0,2,0,0,0,0,0
81,HeStutters,1,41,clips/HeStutters/1/HeStutters_1_41.wav,32346240,32394240,0,1,2,1,0,0,0,1,1,0,0,0
82,HeStutters,1,42,clips/HeStutters/1/HeStutters_1_42.wav,32392000,32440000,0,0,1,1,3,1,1,0,0,0,0,0
83,HeStutters,1,43,clips/HeStutters/1/HeStutters_1_43.wav,32695840,32743840,0,0,0,1,0,0,0,3,2,2,0,0
84,HeStutters,1,44,clips/HeStutters/1/HeStutters_1_44.wav,32728480,32776480,0,0,0,1,0,0,1,0,2,1,0,0
85,HeStutters,1,45,clips/HeStutters/1/HeStutters_1_45.wav,32800640,32848640,0,0,1,0,2,0,1,0,0,0,0,0
86,HeStutters,1,46,clips/HeStutters/1/HeStutters_1_46.wav,32841920,32889920,0,0,0,2,2,0,1,0,1,0,0,1
87,HeStutters,1,47,clips/HeStutters/1/HeStutters_1_47.wav,33042240,33090240,0,1,0,1,0,0,2,1,2,0,0,0
88,HeStutters,1,48,clips/HeStutters/1/HeStutters_1_48.wav,33092160,33140160,0,0,1,0,1,1,1,1,0,0,0,0
89,HeStutters,1,49,clips/HeStutters/1/HeStutters_1_49.wav,33136160,33184160,0,0,0,2,2,0,0,0,0,0,0,0
90,HeStutters,1,50,clips/HeStutters/1/HeStutters_1_50.wav,33175200,33223200,0,0,0,1,2,0,0,1,1,2,0,0
91,HeStutters,1,51,clips/HeStutters/1/HeStutters_1_51.wav,33325280,33373280,0,0,0,1,0,3,0,0,0,0,0,0
92,HeStutters,1,52,clips/HeStutters/1/HeStutters_1_52.wav,33372160,33420160,0,0,0,0,0,0,0,0,3,2,0,0
93,HeStutters,1,53,clips/HeStutters/1/HeStutters_1_53.wav,34068000,34116000,0,0,2,2,0,0,1,0,0,0,0,0
94,HeStutters,1,54,clips/HeStutters/1/HeStutters_1_54.wav,34100800,34148800,0,0,3,0,1,0,1,0,0,0,0,0
95,HeStutters,1,55,clips/HeStutters/1/HeStutters_1_55.wav,34145280,34193280,0,0,0,1,0,0,2,0,2,0,0,0
96,HeStutters,1,56,clips/HeStutters/1/HeStutters_1_56.wav,34184480,34232480,0,1,0,0,2,0,1,0,1,0,0,0
97,HeStutters,1,57,clips/HeStutters/1/HeStutters_1_57.wav,5247680,5295680,0,0,1,0,2,0,0,0,1,1,0,0
98,HeStutters,1,58,clips/HeStutters/1/HeStutters_1_58.wav,5284000,5332000,0,0,0,0,0,1,1,0,2,1,0,0
99,HeStutters,1,59,clips/HeStutters/1/HeStutters_1_59.wav,34259040,34307040,0,0,1,0,0,0,0,2,2,0,0,0
100,HeStutters,1,60,clips/HeStutters/1/HeStutters_1_60.wav,34295840,34343840,0,0,1,1,2,0,1,0,0,0,0,0
101,HeStutters,1,61,clips/HeStutters/1/HeStutters_1_61.wav,34837280,34885280,0,0,0,1,3,0,1,2,0,0,0,0
102,HeStutters,1,62,clips/HeStutters/1/HeStutters_1_62.wav,34880640,34928640,0,1,0,3,1,1,3,0,0,0,0,0
103,HeStutters,1,63,clips/HeStutters/1/HeStutters_1_63.wav,34995840,35043840,0,0,2,1,0,0,0,0,0,0,0,0
104,HeStutters,1,64,clips/HeStutters/1/HeStutters_1_64.wav,35047520,35095520,0,0,0,0,0,0,0,0,3,0,0,1
105,HeStutters,1,65,clips/HeStutters/1/HeStutters_1_65.wav,35435840,35483840,0,0,0,2,1,3,0,0,0,0,0,0
106,HeStutters,1,66,clips/HeStutters/1/HeStutters_1_66.wav,35470560,35518560,0,0,1,0,0,0,0,0,2,0,0,0
107,HeStutters,1,67,clips/HeStutters/1/HeStutters_1_67.wav,35897120,35945120,0,0,0,1,2,0,0,1,0,0,0,0
108,HeStutters,1,68,clips/HeStutters/1/HeStutters_1_68.wav,35930720,35978720,0,1,0,1,0,0,1,0,2,0,0,0
109,HeStutters,1,69,clips/HeStutters/1/HeStutters_1_69.wav,36596000,36644000,0,0,1,1,0,0,1,2,2,1,0,0
110,HeStutters,1,70,clips/HeStutters/1/HeStutters_1_70.wav,36630240,36678240,0,0,0,2,2,0,0,3,0,0,0,0
111,HeStutters,1,71,clips/HeStutters/1/HeStutters_1_71.wav,37078240,37126240,0,0,0,0,0,3,1,0,0,0,0,0
112,HeStutters,1,72,clips/HeStutters/1/HeStutters_1_72.wav,37112320,37160320,0,0,3,2,0,0,2,0,0,0,0,0
113,HeStutters,1,73,clips/HeStutters/1/HeStutters_1_73.wav,37220480,37268480,0,0,0,1,0,1,1,0,1,0,0,0
114,HeStutters,1,74,clips/HeStutters/1/HeStutters_1_74.wav,37266560,37314560,0,0,1,2,1,0,3,1,0,0,0,0
115,HeStutters,1,75,clips/HeStutters/1/HeStutters_1_75.wav,37930720,37978720,0,0,0,3,2,0,0,0,0,0,0,0
116,HeStutters,1,76,clips/HeStutters/1/HeStutters_1_76.wav,37967840,38015840,0,0,0,1,0,0,1,3,2,0,0,0
117,HeStutters,1,77,clips/HeStutters/1/HeStutters_1_77.wav,38740320,38788320,0,0,0,2,1,0,0,0,0,0,0,0
118,HeStutters,1,78,clips/HeStutters/1/HeStutters_1_78.wav,38775520,38823520,0,0,0,1,0,0,0,0,2,1,0,0
119,HeStutters,1,79,clips/HeStutters/1/HeStutters_1_79.wav,5950880,5998880,0,0,0,1,0,0,1,1,2,2,0,0
120,HeStutters,1,80,clips/HeStutters/1/HeStutters_1_80.wav,6016640,6064640,0,0,0,1,0,3,0,1,0,0,0,0
121,HeStutters,1,81,clips/HeStutters/1/HeStutters_1_81.wav,38885920,38933920,0,0,1,1,1,0,1,1,0,0,0,0
122,HeStutters,1,82,clips/HeStutters/1/HeStutters_1_82.wav,38922880,38970880,0,0,2,2,2,0,0,0,0,0,0,0
123,HeStutters,1,83,clips/HeStutters/1/HeStutters_1_83.wav,38993440,39041440,0,2,1,0,0,0,0,0,2,0,0,0
124,HeStutters,1,84,clips/HeStutters/1/HeStutters_1_84.wav,39042720,39090720,1,1,0,1,0,0,0,0,1,0,0,2
125,HeStutters,1,85,clips/HeStutters/1/HeStutters_1_85.wav,39087040,39135040,0,0,0,0,0,3,0,1,0,0,0,0
126,HeStutters,1,86,clips/HeStutters/1/HeStutters_1_86.wav,39507680,39555680,0,0,2,0,0,0,0,0,1,1,0,0
127,HeStutters,1,87,clips/HeStutters/1/HeStutters_1_87.wav,39564320,39612320,0,0,0,2,0,0,0,0,1,1,0,0
128,HeStutters,1,88,clips/HeStutters/1/HeStutters_1_88.wav,39631040,39679040,0,0,0,0,2,0,0,1,1,0,0,0
129,HeStutters,1,89,clips/HeStutters/1/HeStutters_1_89.wav,39713600,39761600,0,0,1,0,0,0,1,0,2,1,0,1
130,HeStutters,1,90,clips/HeStutters/1/HeStutters_1_90.wav,39763040,39811040,1,1,1,0,0,0,2,1,1,0,0,0
131,HeStutters,1,91,clips/HeStutters/1/HeStutters_1_91.wav,39817440,39865440,0,0,2,0,1,0,0,0,0,0,0,0
132,HeStutters,1,92,clips/HeStutters/1/HeStutters_1_92.wav,39910240,39958240,0,0,0,1,1,0,1,0,1,0,0,0
133,HeStutters,1,93,clips/HeStutters/1/HeStutters_1_93.wav,39942720,39990720,0,0,0,0,0,0,1,1,3,1,0,0
134,HeStutters,1,94,clips/HeStutters/1/HeStutters_1_94.wav,39987680,40035680,0,0,0,0,0,0,1,0,3,0,0,0
135,HeStutters,1,95,clips/HeStutters/1/HeStutters_1_95.wav,40041440,40089440,0,0,0,0,0,0,1,0,3,0,0,0
136,HeStutters,1,96,clips/HeStutters/1/HeStutters_1_96.wav,6270720,6318720,0,0,0,1,2,0,0,0,0,0,0,0
137,HeStutters,1,97,clips/HeStutters/1/HeStutters_1_97.wav,6303360,6351360,0,0,1,0,0,0,1,0,2,0,0,0
138,HeStutters,1,98,clips/HeStutters/1/HeStutters_1_98.wav,40073280,40121280,0,0,0,0,0,3,0,0,0,0,0,0
139,HeStutters,1,99,clips/HeStutters/1/HeStutters_1_99.wav,40635200,40683200,0,0,1,0,0,0,0,1,2,1,0,0
140,HeStutters,1,100,clips/HeStutters/1/HeStutters_1_100.wav,40669920,40717920,0,0,0,0,2,2,0,0,0,0,0,0
141,HeStutters,1,101,clips/HeStutters/1/HeStutters_1_101.wav,40904160,40952160,0,0,2,1,0,0,0,1,0,0,0,0
142,HeStutters,1,102,clips/HeStutters/1/HeStutters_1_102.wav,40941760,40989760,0,0,1,1,0,0,1,0,1,2,0,0
143,HeStutters,1,103,clips/HeStutters/1/HeStutters_1_103.wav,41236960,41284960,0,0,0,0,0,0,0,2,3,0,0,0
144,HeStutters,1,104,clips/HeStutters/1/HeStutters_1_104.wav,41306560,41354560,0,0,0,0,0,3,1,1,0,1,0,1
145,HeStutters,1,105,clips/HeStutters/1/HeStutters_1_105.wav,6492320,6540320,0,0,0,0,2,0,0,0,1,0,0,0
146,HeStutters,1,106,clips/HeStutters/1/HeStutters_1_106.wav,6530560,6578560,0,0,0,3,0,0,3,0,0,0,0,0
147,HeStutters,1,107,clips/HeStutters/1/HeStutters_1_107.wav,6638560,6686560,0,0,0,0,0,0,0,0,3,0,0,0
148,HeStutters,1,108,clips/HeStutters/1/HeStutters_1_108.wav,6675360,6723360,0,0,1,1,0,0,0,0,1,1,0,0
149,HeStutters,1,109,clips/HeStutters/1/HeStutters_1_109.wav,6978880,7026880,0,0,0,2,0,0,0,3,1,2,0,0
150,HeStutters,1,110,clips/HeStutters/1/HeStutters_1_110.wav,7013120,7061120,0,0,0,0,0,0,0,0,3,1,0,0
151,HeStutters,1,111,clips/HeStutters/1/HeStutters_1_111.wav,7108160,7156160,0,0,0,0,0,1,1,2,2,0,0,0
152,HeStutters,1,112,clips/HeStutters/1/HeStutters_1_112.wav,7141120,7189120,0,1,3,1,0,0,1,0,0,0,0,0
153,HeStutters,1,113,clips/HeStutters/1/HeStutters_1_113.wav,7456800,7504800,0,0,0,1,0,0,0,0,2,0,0,0
154,HeStutters,1,114,clips/HeStutters/1/HeStutters_1_114.wav,7494880,7542880,0,0,0,0,1,0,1,0,2,0,0,0
155,HeStutters,1,115,clips/HeStutters/1/HeStutters_1_115.wav,2648640,2696640,0,0,0,0,1,2,0,0,0,0,0,0
156,HeStutters,1,116,clips/HeStutters/1/HeStutters_1_116.wav,2704800,2752800,0,0,2,1,2,0,0,0,0,1,0,0
157,HeStutters,1,117,clips/HeStutters/1/HeStutters_1_117.wav,7921280,7969280,0,0,0,1,0,0,1,0,2,1,0,0
158,HeStutters,1,118,clips/HeStutters/1/HeStutters_1_118.wav,7956000,8004000,0,0,2,0,0,0,0,3,1,1,0,0
159,HeStutters,1,119,clips/HeStutters/1/HeStutters_1_119.wav,8123040,8171040,0,0,0,1,0,0,2,0,2,0,0,0
160,HeStutters,1,120,clips/HeStutters/1/HeStutters_1_120.wav,8170240,8218240,0,0,1,0,0,3,0,0,0,0,0,0
161,HeStutters,1,121,clips/HeStutters/1/HeStutters_1_121.wav,8976480,9024480,0,0,0,0,0,0,0,3,3,1,0,0
162,HeStutters,1,122,clips/HeStutters/1/HeStutters_1_122.wav,9014560,9062560,0,0,0,1,0,0,0,0,2,0,0,0
163,HeStutters,1,123,clips/HeStutters/1/HeStutters_1_123.wav,9140640,9188640,0,1,1,1,0,0,2,0,2,0,0,0
164,HeStutters,1,124,clips/HeStutters/1/HeStutters_1_124.wav,9187840,9235840,0,0,0,0,1,0,0,0,2,0,0,2
165,HeStutters,1,125,clips/HeStutters/1/HeStutters_1_125.wav,9227520,9275520,0,0,0,2,2,0,0,0,0,0,0,0
166,HeStutters,1,126,clips/HeStutters/1/HeStutters_1_126.wav,9375360,9423360,0,1,0,0,0,0,1,1,3,0,0,0
167,HeStutters,1,127,clips/HeStutters/1/HeStutters_1_127.wav,9410720,9458720,0,0,0,0,3,1,0,0,0,0,0,0
168,HeStutters,1,128,clips/HeStutters/1/HeStutters_1_128.wav,9708320,9756320,0,0,1,1,0,0,0,0,1,1,0,0
169,HeStutters,1,129,clips/HeStutters/1/HeStutters_1_129.wav,9746240,9794240,0,1,2,2,2,0,2,0,0,0,0,0
170,HeStutters,1,130,clips/HeStutters/1/HeStutters_1_130.wav,10119040,10167040,0,0,0,1,1,0,1,0,2,0,0,0
171,HeStutters,1,131,clips/HeStutters/1/HeStutters_1_131.wav,10160800,10208800,0,0,0,0,0,0,0,0,3,1,0,0
172,HeStutters,1,132,clips/HeStutters/1/HeStutters_1_132.wav,10280320,10328320,0,0,0,2,0,0,0,0,1,0,0,0
173,HeStutters,1,133,clips/HeStutters/1/HeStutters_1_133.wav,10518720,10566720,0,0,1,3,0,1,0,2,0,0,0,0
174,HeStutters,1,134,clips/HeStutters/1/HeStutters_1_134.wav,10564160,10612160,0,0,1,1,0,0,0,0,2,0,0,0
175,HeStutters,1,135,clips/HeStutters/1/HeStutters_1_135.wav,2934400,2982400,0,0,1,1,1,0,0,3,1,0,0,0
176,HeStutters,1,136,clips/HeStutters/1/HeStutters_1_136.wav,2978720,3026720,0,0,0,2,0,0,2,0,2,1,0,0
177,HeStutters,1,137,clips/HeStutters/1/HeStutters_1_137.wav,12466240,12514240,0,0,2,1,2,0,0,0,0,0,0,0
178,HeStutters,1,138,clips/HeStutters/1/HeStutters_1_138.wav,12512000,12560000,0,0,1,1,0,0,2,0,1,0,0,0
179,HeStutters,1,139,clips/HeStutters/1/HeStutters_1_139.wav,12786880,12834880,0,0,0,1,0,0,1,0,2,0,0,0
180,HeStutters,1,140,clips/HeStutters/1/HeStutters_1_140.wav,12821920,12869920,0,0,2,0,0,0,0,0,2,0,0,0
181,HeStutters,1,141,clips/HeStutters/1/HeStutters_1_141.wav,12866400,12914400,0,0,0,1,0,0,1,0,2,0,0,0
182,HeStutters,1,142,clips/HeStutters/1/HeStutters_1_142.wav,12901440,12949440,0,0,1,1,0,0,0,0,1,0,0,0
183,HeStutters,1,143,clips/HeStutters/1/HeStutters_1_143.wav,12980800,13028800,0,0,0,0,0,1,1,3,2,0,0,0
184,HeStutters,1,144,clips/HeStutters/1/HeStutters_1_144.wav,13032640,13080640,0,0,3,0,0,0,1,0,0,0,0,0
185,HeStutters,1,145,clips/HeStutters/1/HeStutters_1_145.wav,13221920,13269920,0,0,1,1,0,0,0,0,1,2,0,0
186,HeStutters,1,146,clips/HeStutters/1/HeStutters_1_146.wav,13257920,13305920,0,0,0,2,0,3,0,1,0,3,0,1
187,HeStutters,1,147,clips/HeStutters/1/HeStutters_1_147.wav,14344000,14392000,0,0,0,2,2,0,1,0,1,1,0,0
188,HeStutters,1,148,clips/HeStutters/1/HeStutters_1_148.wav,14402080,14450080,0,0,3,0,0,0,1,0,0,2,0,0
189,HeStutters,1,149,clips/HeStutters/1/HeStutters_1_149.wav,14726400,14774400,0,0,1,0,0,0,0,0,2,0,0,0
190,HeStutters,1,150,clips/HeStutters/1/HeStutters_1_150.wav,14758560,14806560,0,0,0,2,0,0,0,0,1,0,0,0
191,HeStutters,1,151,clips/HeStutters/1/HeStutters_1_151.wav,14783360,14831360,0,0,0,0,1,0,1,0,2,0,0,0
192,HeStutters,1,152,clips/HeStutters/1/HeStutters_1_152.wav,14980640,15028640,0,0,0,0,0,0,1,0,3,1,0,0
193,HeStutters,1,153,clips/HeStutters/1/HeStutters_1_153.wav,15015200,15063200,0,0,0,0,1,0,1,0,2,0,0,2
194,HeStutters,1,154,clips/HeStutters/1/HeStutters_1_154.wav,15070560,15118560,1,0,1,1,1,0,0,0,1,0,0,0
195,HeStutters,1,155,clips/HeStutters/1/HeStutters_1_155.wav,15124320,15172320,0,0,0,0,3,0,0,0,0,1,0,0
196,HeStutters,1,156,clips/HeStutters/1/HeStutters_1_156.wav,3482240,3530240,0,0,1,1,1,0,0,0,0,0,0,0
197,HeStutters,1,157,clips/HeStutters/1/HeStutters_1_157.wav,3516640,3564640,0,0,0,2,2,1,0,1,0,0,0,0
198,HeStutters,1,158,clips/HeStutters/1/HeStutters_1_158.wav,15173440,15221440,0,0,0,0,2,2,0,0,0,0,0,0
199,HeStutters,1,159,clips/HeStutters/1/HeStutters_1_159.wav,15205760,15253760,0,0,2,2,1,0,0,0,0,1,0,0
200,HeStutters,1,160,clips/HeStutters/1/HeStutters_1_160.wav,15252000,15300000,0,0,2,2,1,0,0,1,1,0,0,0
201,HeStutters,1,161,clips/HeStutters/1/HeStutters_1_161.wav,15289600,15337600,0,0,3,0,2,0,0,0,0,0,0,0
